"icao","name","city","country","lat","lon","elev_ft","size","continent","runway_ft","paved"
"00AN","Katmai Lodge Airport","King Salmon","US","59.093287","-156.456699","80","small_airport","NA","4517","0"
"00CA","Goldstone (GTS) Airport","Barstow","US","35.35474","-116.885329","3038","small_airport","NA","6000","1"
"00FA","Grass Patch Airport","Bushnell","US","28.64550018310547","-82.21900177001953","53","small_airport","NA","3200","0"
"00FL","River Oak Airport","Okeechobee","US","27.230899810791016","-80.96920013427734","35","small_airport","NA","4700","0"
"00ID","Delta Shores Airport","Clark Fork","US","48.145301818847656","-116.21399688720703","2064","small_airport","NA","3500","0"
"01CL","Swansboro Country Airport","Placerville","US","38.7999","-120.734001","2594","small_airport","NA","3100","1"
"01FL","Cedar Knoll Flying Ranch Airport","Geneva","US","28.78190040588379","-81.1592025756836","19","small_airport","NA","3000","0"
"01ID","Lava Hot Springs Airport","Lava Hot Springs","US","42.6082","-112.031998","5268","small_airport","NA","3400","0"
"01MT","Crystal Lakes Resort Airport","Fortine","US","48.789100646972656","-114.87999725341797","3141","small_airport","NA","5000","1"
"01NC","Topsail Airpark","Holly Ridge","US","34.47529983520508","-77.5813980102539","65","small_airport","NA","3200","0"
"01UT","La Sal Junction Airport","La Sal","US","38.30830001831055","-109.39600372314453","6000","small_airport","NA","3200","0"
"01WY","Keyhole Airport","Pine Haven","US","44.348312","-104.8106","4250","small_airport","NA","4360","0"
"02CL","Conover Air Lodge Airport","Frazier Park","US","34.761101","-119.058998","5160","small_airport","NA","3000","0"
"02FA","Osborn Airfield","Groveland","US","28.526699","-81.874802","121","small_airport","NA","3585","0"
"02FD","Triple R Ranch Airport","Baker","US","30.950976","-86.635555","209","small_airport","NA","3443","0"
"02GE","Etowah Fields Airport","Euharlee","US","34.17530059814453","-84.92440032958984","710","small_airport","NA","3400","0"
"02NM","FFR Animas Landing Strip","Animas","US","32.09071","-108.870735","4240","small_airport","NA","4247","0"
"02SC","Harpers Airport","Estill","US","32.760211","-81.225872","111","small_airport","NA","3600","0"
"02UT","Lucin Airport","Lucin","US","41.369336","-113.841019","4412","small_airport","NA","4000","0"
"02VA","The Greenhouse Airport","Culpeper","US","38.435699462890625","-77.8572006225586","320","small_airport","NA","3000","0"
"03AZ","Thompson International Aviation Airport","Hereford","US","31.430971","-110.088087","4275","small_airport","NA","3600","0"
"03NC","Pilots Ridge Airport","Carolina Beach","US","34.104236","-77.905855","35","small_airport","NA","3000","1"
"03NV","Llama Ranch Airport","Ruby Valley","US","40.58440017700195","-115.2979965209961","6120","small_airport","NA","3200","0"
"03TE","Barronena Ranch Airport","Hebbronville","US","27.490812","-98.669615","600","small_airport","NA","3500","0"
"03TT","Brazos Polo Airport","Orchard","US","29.632117","-95.932481","117","small_airport","NA","3000","0"
"03UT","AZ Minerals Corporation Airport","Mexican Hat","US","37.114384","-109.99014","5315","small_airport","NA","5000","0"
"03XS","Creekside Airport","Mertzon","US","31.318099975585938","-100.75399780273438","2100","small_airport","NA","3200","0"
"04CA","Gray Butte Field","Palmdale","US","34.566631","-117.670666","3020","small_airport","NA","8000","1"
"04FL","Cross Creek Farms Airport","Ormond Beach","US","29.240353","-81.222525","30","small_airport","NA","3000","0"
"04ID","Lanham Field","Emmett","US","43.877015","-116.538365","2343","small_airport","NA","3000","0"
"04MS","Nick's Flying Service Inc Airport","Rolling Fork","US","32.940537","-90.836683","100","small_airport","NA","3400","1"
"04NJ","Emmanuel Airport","Elmer","US","39.596801757799994","-75.2334976196","155","small_airport","NA","3500","0"
"04NV","Kingston Ranch Airport","Sandy Valley","US","35.7555007935","-115.665000916","2620","small_airport","NA","3240","1"
"04NY","Klaverack Airport","Hudson","US","42.262298584","-73.6961975098","250","small_airport","NA","5200","0"
"04TN","Hensley Airpark","Chuckey","US","36.183300018299995","-82.67890167239999","1430","small_airport","NA","3000","1"
"04TT","4D Ranch Airport","Utopia","US","29.713072","-99.545642","1550","small_airport","NA","5134","1"
"04UT","Navajo Mountain Airport","Navajo Mountain","US","37.006689","-110.794701","6160","small_airport","NA","3700","0"
"04VG","Manquin Flight Park Ultralightport","Manquin","US","37.706546","-77.201621","50","small_airport","NA","3500","0"
"04WN","Stillwater Creek Airport","Royal City","US","46.95835","-119.63864","1510","small_airport","NA","4100","1"
"05CL","Pope Valley Airport","Pope Valley","US","38.6106987","-122.39099884","618","small_airport","NA","3700","1"
"05IL","Classic Landings Airport","Bonfield","US","41.156700134277344","-88.0167007446289","635","small_airport","NA","3200","0"
"05NE","Mc Kay Airport","Spalding","US","41.7221984863","-98.3089981079","2010","small_airport","NA","3210","0"
"06CO","Jecan Airport","Branson","US","37.385754","-103.691482","5100","small_airport","NA","4500","0"
"06FA","William P Gwinn Airport","Jupiter","US","26.90839958190918","-80.32890319824219","28","small_airport","NA","7003","1"
"06FD","Grass Roots Airpark","Mascotte","US","28.641700744628906","-81.88500213623047","105","small_airport","NA","3400","0"
"06MO","Noahs Ark Airport","Waldron","US","39.23059844970703","-94.80439758300781","755","small_airport","NA","3000","1"
"06TE","Ainsworth Airport","Cleveland","US","30.312700271606445","-95.02690124511719","129","small_airport","NA","3500","1"
"06TT","6 Mile Airpark","Fort McKavett","US","30.860024","-100.201996","2165","small_airport","NA","3129","0"
"07AR","Morrilton Airport","Morrilton","US","35.194339","-92.802473","300","small_airport","NA","3000","0"
"07CO","Comanche Creek Airport","Kiowa","US","39.26359939575195","-104.427001953125","6620","small_airport","NA","3100","0"
"07FA","Ocean Reef Club Airport","Key Largo","US","25.325399","-80.274803","8","medium_airport","NA","4500","1"
"07MT","Glasgow Industrial Airport","Glasgow","US","48.421101","-106.528","2762","small_airport","NA","13500","1"
"08FA","Duda Airstrip","La Belle","US","26.57979965209961","-81.48370361328125","35","small_airport","NA","3165","0"
"08FD","Sunniland Ranch Airport","Okeechobee","US","27.363100051879883","-80.77279663085938","65","small_airport","NA","4138","0"
"08GA","Sapelo Island Airport","Darien","US","31.425800323486328","-81.28589630126953","12","small_airport","NA","5000","0"
"08ME","Lindbergh Airport","Avon","US","44.81539","-70.34851","554","small_airport","NA","3200","0"
"08MS","Midsouth Airpark","Coldwater","US","34.661506","-89.869628","345","small_airport","NA","3725","1"
"08NC","Whiteheart Farm Airport","Lewisville","US","36.06760025024414","-80.4655990600586","750","small_airport","NA","3200","0"
"08NE","Laurel Municipal Airport","Laurel","US","42.430484","-97.078731","1467","small_airport","NA","3000","0"
"08OH","Kenley Airport","Hartford","US","41.29169845581055","-80.5636978149414","1230","small_airport","NA","3000","0"
"08UT","Pinelodge Runway","La Sal","US","38.335017","-109.135176","7175","small_airport","NA","5200","0"
"09CO","Cottonwood Field","Rocky Ford","US","38.055275","-103.650769","4180","small_airport","NA","3200","0"
"09FA","Placid Lakes Airport","Lake Placid","US","27.2456","-81.413345","130","small_airport","NA","4800","1"
"09MT","Paint Creek Ranch Airport","Sula","US","45.909346","-113.763183","5060","small_airport","NA","4018","0"
"09TS","Pitcock Rosillos Mountain Ranch Airport","Marathon","US","29.48240089416504","-103.16500091552734","3100","small_airport","NA","4083","1"
"09TX","Smokey Mountain Ranch Airport","Sheffield","US","30.737626","-102.02332","2522","small_airport","NA","5200","0"
"0AZ2","Western Sky Airport","Salome","US","33.778166","-113.640625","1930","small_airport","NA","3500","1"
"0CA4","Shepherd Farm Airport","Santa Ynez","US","34.6222","-120.065002","660","small_airport","NA","3600","0"
"0CA9","Blech Ranch Airport","Shandon","US","35.592797","-120.338058","1140","small_airport","NA","3300","1"
"0CD2","Foxx Valley Airport","Yoder","US","38.652500152600005","-104.23400116","5800","small_airport","NA","5000","0"
"0CD5","Pi?on Canyon Airport","Model","US","37.490501","-104.143997","5686","small_airport","NA","5050","0"
"0CL0","Yosemite Hidden Lake Ranch Airport","Raymond","US","37.11800003049999","-119.913002014","500","small_airport","NA","3720","0"
"0CL1","Krey Field Airport","Adelanto","US","34.5694007874","-117.555999756","3042","small_airport","NA","3360","0"
"0CL8","Tera Ultralightport","Ridgecrest","US","35.591104","-117.631323","2510","small_airport","NA","3500","0"
"0CO2","Crested Butte Airpark","Crested Butte","US","38.851918","-106.928341","8980","small_airport","NA","4000","1"
"0CO6","Flying M & M Ranch Airport","Norwood","US","38.2193984985","-108.212997437","8000","small_airport","NA","4500","0"
"0FD0","The 2A Ranch Airport","Ormond Beach","US","29.26757","-81.223331","40","small_airport","NA","4000","0"
"0FD3","Dugger Field","Freeport","US","30.496400833129883","-86.09380340576172","70","small_airport","NA","4000","0"
"0FL9","Mc Daniel Ranch Inc. Airport","Clewiston","US","26.393051","-81.02874","18","small_airport","NA","3400","0"
"0GA8","Paso Fino Farm Airport","Valdosta","US","30.88031","-83.414443","200","small_airport","NA","3000","0"
"0GA9","Roberta Industrial Park Airport","Roberta","US","32.71390151977539","-84.02749633789062","505","small_airport","NA","3500","0"
"0GE1","Crystal Lake Airpark","Irwinville","US","31.66550064086914","-83.44709777832031","327","small_airport","NA","3000","0"
"0GE7","Carpenter Airport","Appling","US","33.520301818847656","-82.37249755859375","450","small_airport","NA","3000","0"
"0IA4","Sharar Field","Mediapolis","US","41.027897","-91.063442","700","small_airport","NA","3000","0"
"0ID0","South Fork Ranch Airport","Featherville","US","43.60639953613281","-115.10700225830078","4861","small_airport","NA","3000","0"
"0ID2","Flying Joseph Ranch Airport","May","US","44.442901611299995","-113.773002625","5600","small_airport","NA","7507","1"
"0ID4","Black Butte Ranch Airport","Shoshone","US","43.047698974609375","-114.47000122070312","4020","small_airport","NA","3150","0"
"0KS9","Lmn 120 Airport","Douglas","US","37.515899658203125","-96.9197998046875","1330","small_airport","NA","3000","0"
"0KY1","Arnemann Farms Airport","Franklin","US","36.76559829711914","-86.61830139160156","504","small_airport","NA","3408","1"
"0LA1","Double H Ranch Airport","Gonzales","US","30.229400634765625","-90.97339630126953","15","small_airport","NA","3000","0"
"0LA9","Rebel Field","Watson","US","30.586299896240234","-90.86150360107422","74","small_airport","NA","3600","0"
"0LS0","Theriot Field","Thibodaux","US","29.74970054626465","-90.73580169677734","13","small_airport","NA","3000","0"
"0LS7","Morgan Field","New Roads","US","30.61280059814453","-91.48419952392578","36","small_airport","NA","3000","0"
"0MD1","Taylor Field","Sudlersville","US","39.18730163574219","-75.7927017211914","75","small_airport","NA","3000","0"
"0MI1","Sugar Springs Airpark","Gladwin","US","44.140301","-84.4375","940","small_airport","NA","3500","0"
"0MI3","Kelleys Airport","Grayling","US","44.633399963378906","-84.4833984375","1000","small_airport","NA","3700","0"
"0MI4","Lesterson-Dempsey Airstrip","Gwinn","US","46.270198","-87.386496","1120","small_airport","NA","3000","0"
"0MS0","Topton Air Estates Airport","Meridian","US","32.474998474121094","-88.61669921875","453","small_airport","NA","3200","1"
"0MS8","Catfish Point Airport","Benoit","US","33.695352","-91.163484","154","small_airport","NA","4000","0"
"0MS9","Shenandoah Valley Farms Airport","Houston","US","33.80070114135742","-89.02729797363281","300","small_airport","NA","3200","0"
"0MT7","Pinehurst Ranch Airport","Thompson Falls","US","47.66080093383789","-115.40399932861328","2460","small_airport","NA","3800","0"
"0NA1","Goerger Airport","Barney","US","46.245356","-97.038174","1045","small_airport","NA","3400","0"
"0NE6","Frager Field","Fairfield","US","40.43330001831055","-98.07060241699219","1765","small_airport","NA","3500","1"
"0NK2","Westwind Farm Airport","Charlton","US","42.9833984375","-74.01619720458984","800","small_airport","NA","3000","0"
"0NM0","Columbus Airport","Columbus","US","31.823898","-107.629924","4024","small_airport","NA","4210","0"
"0NM7","Negrito Airstrip","Reserve","US","33.527901","-108.541001","8143","small_airport","NA","7500","0"
"0NY0","Bennetts Airport","North Creek","US","43.692973","-73.978013","1040","small_airport","NA","3000","0"
"0OH8","Fry Airport","Piqua","US","40.18840026855469","-84.256103515625","900","small_airport","NA","3000","1"
"0OK3","McKinley Ranch Airport","Geary","US","35.614465","-98.534403","1420","small_airport","NA","5000","1"
"0SD0","Lenling Airport","Glencross","US","45.42499923706055","-100.89199829101562","2142","small_airport","NA","3000","0"
"0SD3","Bledsoe Ranch Airport","Hoover","US","45.26940155029297","-103.21700286865234","2872","small_airport","NA","3700","0"
"0TA2","Smith Farms Airport","Halfway","US","34.213702","-101.923342","3487","small_airport","NA","4000","0"
"0TA7","Alta Vista Ranch Airport","Marfa","US","30.153167","-103.89978","4702","small_airport","NA","5200","1"
"0TE0","Robertson Ranch Airport","Comstock","US","29.69300079345703","-101.16200256347656","1663","small_airport","NA","3250","0"
"0TE4","Hilltop Lakes Airport","Hilltop Lakes","US","31.08099937438965","-96.21520233154297","501","small_airport","NA","3000","1"
"0TE5","Santa Maria Ranch Airport","Laredo","US","27.433799743652344","-99.18589782714844","516","small_airport","NA","5992","1"
"0TE7","LBJ Ranch Airport","Stonewall","US","30.251801","-98.622498","1515","small_airport","NA","6291","1"
"0TS5","Lake Bay Gall Airport","Cleveland","US","30.4419002532959","-95.1863021850586","230","small_airport","NA","3200","0"
"0TX1","Pecan Plantation Airport","Granbury","US","32.353325","-97.676225","710","small_airport","NA","3500","1"
"0VI1","Brooklyn Airport","King William","US","37.6889","-77.101402","145","small_airport","NA","3000","0"
"0WI1","Mort's Landing Airport","Comstock","US","45.507198333699996","-92.1418991089","1255","small_airport","NA","10000","0"
"0WI4","Snow Crest Ranch Airport","Montello","US","43.82939910888672","-89.35260009765625","810","small_airport","NA","3200","1"
"0WY1","Dorsey Creek Ranch Airport","Basin","US","44.411111","-108.163333","4017","small_airport","NA","3400","0"
"0XA4","Seven Cs Ranch Airport","Encinal","US","27.996901","-98.882202","331","small_airport","NA","5005","1"
"0XA5","74 Ranch Airport","Campbellton","US","28.684900283813477","-98.38279724121094","320","small_airport","NA","3800","1"
"0XS0","Diamond H Ranch Airport","Catarina","US","28.400299072265625","-99.55870056152344","511","small_airport","NA","3300","0"
"0XS2","John Fields Ranch Airport","Sonora","US","30.555675","-100.53084","2342","small_airport","NA","3700","0"
"0XS6","Lakeside Beach Airport","Spicewood","US","30.500841","-98.147448","800","small_airport","NA","3000","0"
"0XS7","Anacacho Ranch Airport","Brackettville","US","29.193679","-100.280027","1067","small_airport","NA","6000","1"
"0XS8","Dunbar Ranch Airport","Brackettville","US","29.07695","-100.371609","958","small_airport","NA","3200","0"
"10AZ","Pierce Airport","Buckeye","US","33.36640167236328","-112.61799621582031","860","small_airport","NA","3407","1"
"10ID","Flat Top Airstrip","Muldoon","US","43.49440002441406","-113.9219970703125","5841","small_airport","NA","3000","0"
"10WY","Willow Creek Ranch Airport","Kaycee","US","43.423333","-106.823611","5521","small_airport","NA","4500","0"
"11AZ","Whetstone Airport","Huachuca City","US","31.683588","-110.290053","4250","small_airport","NA","3850","0"
"11CL","Hansen Airport","Adelanto","US","34.630001068115234","-117.65299987792969","2885","small_airport","NA","5875","0"
"11FL","Williams Field","Middleburg","US","30.043724","-81.885217","88","small_airport","NA","3000","0"
"11II","Himsel Army Airfield","Nineveh","US","39.33933","-86.02983","708","small_airport","NA","4039","1"
"12LA","Kml Airport","Sulphur","US","30.27589988708496","-93.3573989868164","20","small_airport","NA","3500","0"
"12NC","Atlantic Field Marine Corps Outlying Field","Atlantic","US","34.892099","-76.349029","20","small_airport","NA","3678","1"
"13GA","Oak Ridge Plantation Airport","Sumner","US","31.3666","-83.754898","350","small_airport","NA","3400","0"
"13MS","Greener Pastures Airpark","Carriere","US","30.63330078125","-89.66390228271484","180","small_airport","NA","3000","0"
"13NC","Oak Grove Marine Corps Outlying Field","Pollocksville","US","35.025006","-77.255945","27","small_airport","NA","4200","1"
"13NM","Beaverhead Airstrip","Magdalena","US","33.419437","-108.142216","7378","small_airport","NA","3840","0"
"13TS","Van Es Ranch Airport","Oilton","US","27.455299377441406","-98.92639923095703","830","small_airport","NA","3000","0"
"13WI","Nowatzski Field","Markesan","US","43.6963996887207","-88.99960327148438","920","small_airport","NA","3000","0"
"14AZ","Ruby Star Airpark","Sahuarita","US","31.909494","-111.120293","4025","small_airport","NA","4300","1"
"14MS","Rose Field","Hickory","US","32.345298767089844","-89.0342025756836","400","small_airport","NA","3500","1"
"14NC","Camp Davis Marine Corps Outlying Field","Holly Ridge","US","34.516458","-77.545109","60","small_airport","NA","5000","1"
"14TS","O S Wyatt Airport","Realitos","US","27.42169952392578","-98.60449981689453","532","small_airport","NA","6010","1"
"15FL","Cannon Creek Airpark","Lake City","US","30.150584","-82.66785","125","small_airport","NA","3500","1"
"15TA","J R Ranch Airport","Briggs","US","30.9367","-97.89932","1125","small_airport","NA","3200","0"
"16FD","Skinners Wholesale Nursery Airport","Crescent City","US","29.405000686645508","-81.49590301513672","20","small_airport","NA","3400","0"
"16MT","Bangart Field","Roberts","US","45.40520095825195","-109.12999725341797","4320","small_airport","NA","3300","0"
"16NE","Korver Airport","Panama","US","40.560001373291016","-96.49169921875","1390","small_airport","NA","4990","0"
"16SC","Horseshoe Landing Airport","Cross Anchor","US","34.627473","-81.89903","600","small_airport","NA","3800","0"
"16TA","Seven Springs Airport","Balmorhea","US","30.919701","-103.782997","3500","small_airport","NA","6213","0"
"17FA","Cotton Strip","La Belle","US","26.71339988708496","-81.535400390625","18","small_airport","NA","6000","0"
"17FL","Jumbolair-Greystone Airport","Ocala","US","29.277416","-82.120709","100","small_airport","NA","7380","1"
"17IN","Pruss Airport","Dillsboro","US","38.978401","-85.109703","890","small_airport","NA","3100","0"
"17LS","Yankee Field","Port Barre","US","30.611979","-91.985704","45","small_airport","NA","3300","0"
"17MO","Rgl Field","Montgomery City","US","38.98500061035156","-91.53489685058594","825","small_airport","NA","3000","0"
"17MT","Abel Ranch Airport","Kalispell","US","48.10710144042969","-114.177001953125","2900","small_airport","NA","3000","0"
"17TX","Kimzey Airport","Stephenville","US","32.443395","-98.255024","1100","small_airport","NA","3200","1"
"17XS","Quahadi Ranch Airport","Dublin","US","32.177799224853516","-98.43499755859375","1422","small_airport","NA","6295","1"
"18AZ","Sky Ranch At Carefree Airport","Carefree","US","33.818536","-111.898327","2568","small_airport","NA","4029","1"
"18FD","Skypark Estates Owners Assoc Airport","Baker","US","30.853394","-86.667214","250","small_airport","NA","3015","0"
"18MO","Gimlin Airport","Ozark","US","36.96260070800781","-93.17070007324219","1380","small_airport","NA","3005","0"
"18NE","Doc's Airport","Geneva","US","40.51390075683594","-97.61060333251953","1640","small_airport","NA","3700","0"
"18TA","West Kerr Ranch Airport","Junction","US","30.13629913330078","-99.74369812011719","2330","small_airport","NA","4500","1"
"18TE","Alert Field","Big Sandy","US","32.585201263427734","-95.06390380859375","390","small_airport","NA","5093","1"
"18TX","Flying 'T' Ranch Airport","Caddo Mills","US","32.95249938964844","-96.22810363769531","545","small_airport","NA","3500","0"
"19AK","Icy Bay Airport","Icy Bay","US","59.966269","-141.660118","50","small_airport","NA","3430","0"
"19AZ","Montezuma Airport","Camp Verde","US","34.604493","-111.864795","3370","small_airport","NA","3300","1"
"19GA","Willow Pond Aviation Inc Airport","Fayetteville","US","33.424039","-84.498367","868","small_airport","NA","3000","0"
"19IA","Ancam Antique Airfield","West Burlington","US","40.8568000793457","-91.20379638671875","690","small_airport","NA","3400","0"
"19MT","N Bar Ranch Airport","Grass Range","US","46.838111","-108.936833","4446","small_airport","NA","6000","1"
"19NE","Hoyt Airport","Mc Cook/Culbertson","US","40.108299255371094","-100.80899810791016","2707","small_airport","NA","4000","0"
"19TA","Lagrone Ranch Airport","Mc Clendon-Chisholm","US","32.82229995727539","-96.41690063476562","567","small_airport","NA","3100","0"
"1AL2","Tri-L Acres Airport","Columbiana","US","33.248600006103516","-86.59750366210938","580","small_airport","NA","3751","0"
"1AR0","Breckenridge Airport","McCrory","US","35.401013","-91.129231","221","small_airport","NA","4090","0"
"1AR1","Walls Airport","England","US","34.527793","-91.872427","215","small_airport","NA","3400","0"
"1AR9","Country Air Estates Airport","Lonoke","US","34.816149","-91.995769","250","small_airport","NA","3800","0"
"1AZ0","Bishop Airfield","Mobile","US","33.1119","-112.268997","1261","small_airport","NA","4500","1"
"1AZ8","Willow Springs Ranch Airport","Bullhead City","US","35.295799255371094","-114.37300109863281","3750","small_airport","NA","3000","0"
"1CA1","Belridge Strip","McKittrick","US","35.467905","-119.72203","575","small_airport","NA","5600","1"
"1CD2","Tonga Airport","Platteville","US","40.167377","-104.798575","4925","small_airport","NA","3000","1"
"1CD4","Eagle Soaring Airport","Steamboat Springs","US","40.506168","-106.947948","6600","small_airport","NA","5400","0"
"1CO3","Bellmore Farms Airport","Nunn","US","40.7041015625","-104.7979965209961","5225","small_airport","NA","5000","0"
"1CO4","Clifford Field","Olathe","US","38.57500076293945","-107.95899963378906","5560","small_airport","NA","3819","0"
"1CO5","Melon Field","Rocky Ford","US","38.016229","-103.69464","4260","small_airport","NA","3780","1"
"1FD4","Corkscrew Trace Airpark","Estero","US","26.44540023803711","-81.6072998046875","29","small_airport","NA","4000","0"
"1GA0","Eagle Neck Airport","Shellman Bluff","US","31.639400482177734","-81.3290023803711","10","small_airport","NA","3744","1"
"1GA2","Flying N Estates Airport","Luthersville","US","33.175358","-84.747756","870","small_airport","NA","3040","0"
"1GA5","Shilo Farms Airport","Hahira","US","30.930999755859375","-83.38349914550781","211","small_airport","NA","3150","0"
"1GA8","South One Ten Airport","Nashville","US","31.178499","-83.226501","225","small_airport","NA","3000","0"
"1GE7","Hay Field","Madison","US","33.5172004699707","-83.439697265625","650","small_airport","NA","3000","0"
"1IL9","Holland Field","Mc Lean","US","40.30059814453125","-89.12439727783203","715","small_airport","NA","3000","0"
"1KS7","Hitch Feeders Ii Inc. Airport","Satanta","US","37.67359924316406","-101.01699829101562","3028","small_airport","NA","3500","0"
"1LA1","Triche Field","Hahnville","US","29.98349952697754","-90.43479919433594","10","small_airport","NA","4000","0"
"1LA3","Goose Island Airport","Hayes","US","30.030799865722656","-92.83350372314453","4","small_airport","NA","4000","0"
"1LS0","Cal Mire Field","Gonzales","US","30.22410011291504","-90.88200378417969","14","small_airport","NA","4000","0"
"1MI3","Black River Ranch Airport","Onaway","US","45.19580078125","-84.32170104980469","880","small_airport","NA","3900","1"
"1MO3","Lake Viking Airport","Gallatin","US","39.93339920043945","-94.07379913330078","940","small_airport","NA","3200","1"
"1MO6","Double S Ranch Airport","Grandin","US","36.830141","-90.720677","737","small_airport","NA","5000","0"
"1MS6","Eagles Ridge Airport","Hernando","US","34.796426","-89.913218","262","small_airport","NA","3000","0"
"1MS8","Columbus Air Force Base Auxiliary Field (Gunshy)","Shuqualak","US","32.940102","-88.579201","260","small_airport","NA","6302","1"
"1MT0","Nine Quarter Circle Ranch Airport","Gallatin Gateway","US","45.06740188598633","-111.2969970703125","6974","small_airport","NA","4000","0"
"1MT7","Prill Field","Sand Coulee","US","47.42110061645508","-111.15899658203125","3420","small_airport","NA","3100","0"
"1MY1","Carlson Agricultural Airport","Wendell","US","45.98529815673828","-96.19439697265625","1033","small_airport","NA","4500","1"
"1NC4","Bell Strip","Pollocksville","US","34.995399475097656","-77.25769805908203","35","small_airport","NA","3000","0"
"1NM0","Me-Own Airport","Silver City","US","33.21200180053711","-108.0260009765625","7554","small_airport","NA","3700","0"
"1NR7","Boyd Field","Henderson","US","36.274059","-78.46862","336","small_airport","NA","4400","0"
"1NY4","High Banks Farm Landing Area Airport","Saranac","US","44.61750030517578","-73.91100311279297","1520","small_airport","NA","3000","0"
"1OH2","Dougherty Airport","Bellevue","US","41.24399948120117","-82.86630249023438","807","small_airport","NA","3000","0"
"1OH3","Mather Field","Castalia","US","41.389198303222656","-82.76270294189453","640","small_airport","NA","3400","0"
"1OH9","Lewis Airport","Peebles","US","38.93510055541992","-83.39939880371094","862","small_airport","NA","3200","0"
"1OR3","Sunset Air Strip","North Plains","US","45.591499","-123.010002","207","small_airport","NA","3050","0"
"1SD3","Turkey Ridge Airport","Hurley","US","43.233299255371094","-97.15029907226562","1325","small_airport","NA","5300","0"
"1SD5","Drake Farm Airport","White Lake","US","43.76860046386719","-98.79869842529297","1659","small_airport","NA","4300","0"
"1TA2","Vigo Park Airport","Tulia","US","34.65010070800781","-101.5","3383","small_airport","NA","3000","0"
"1TA5","Two Leggs Airport","Denver City","US","32.94179916381836","-103","3625","small_airport","NA","3600","0"
"1TE0","Locker Brothers Airport","Muleshoe","US","34.269500732421875","-102.71700286865234","3802","small_airport","NA","4000","0"
"1TE1","Briscoes Catarina Ranch Airport","Catarina","US","28.25029945373535","-99.81700134277344","650","small_airport","NA","4000","1"
"1TS6","Dentonio Ranch Airport","Carrizo Springs","US","28.269399642944336","-99.93450164794922","825","small_airport","NA","4000","0"
"1TX3","Beggs Ranch Airport","Guthrie","US","33.42509841918945","-100.54199981689453","1870","small_airport","NA","4000","0"
"1TX5","Laney Farm Airport","Hale Center","US","34.126017","-101.908751","3483","small_airport","NA","3400","0"
"1TX6","Muxworthy Airport","Hamilton","US","31.69849967956543","-98.09639739990234","1210","small_airport","NA","3000","1"
"1VA1","Micro Airport","Stuart","US","36.735198974609375","-80.44879913330078","2923","small_airport","NA","5020","0"
"1VA8","Hazelswart Airport","Chase City","US","36.862249","-78.410025","485","small_airport","NA","3000","0"
"1WA6","Fall City Airport","Fall City","US","47.55950164794922","-121.86399841308594","140","small_airport","NA","3000","1"
"1WI6","Aero Estates Airport","Raymond Township","US","42.840301513671875","-88.06400299072266","825","small_airport","NA","3000","0"
"1XA2","Chase Field Industrial Airport","Beeville","US","28.362444","-97.661917","190","small_airport","NA","8000","1"
"1XA5","Flying Armadillo Field","Paige","US","30.135069","-97.148581","410","small_airport","NA","3800","0"
"1XA7","Gloster Aerodrome","Sealy","US","29.733400344848633","-96.05919647216797","145","small_airport","NA","3220","0"
"1XS8","Pinon Ranch Airport","Brackettville","US","29.63383","-100.375729","1640","small_airport","NA","4500","1"
"20CL","Mysterious Valley Airport","Pope Valley","US","38.749298","-122.366997","1410","small_airport","NA","3500","0"
"20FD","Pratt Airport","Greenville","US","30.425500869750977","-83.57599639892578","100","small_airport","NA","3070","0"
"20FL","Lake Suzy Estates Airport","Port Charlotte","US","27.042600631713867","-82.043701171875","25","small_airport","NA","3800","0"
"20GA","Earl L. Small Jr. Field/Stockmar Airport","Villa Rica","US","33.756500244099996","-84.88469696039999","1110","small_airport","NA","4500","1"
"20MO","Royal Wood Aerodrome","Kearney","US","39.358299255371094","-94.31690216064453","860","small_airport","NA","3000","0"
"21AZ","White Mountain Lake Airport","Show Low","US","34.350877","-109.964046","6066","small_airport","NA","4000","1"
"21MS","Blythe Bayou Farms Airport","Lake Cormorant","US","34.912015","-90.213564","209","small_airport","NA","3230","0"
"22LA","WD Flyers Airport","Simmesport","US","30.997228","-91.882277","48","small_airport","NA","3100","0"
"22MS","Sky Landings Airport","Lucedale","US","30.836486","-88.57056","260","small_airport","NA","3000","0"
"22XS","Longhorn Auxiliary Landing Strip","Fort Hood","US","31.373693","-97.666654","720","small_airport","NA","3488","1"
"23AZ","Moreton Airpark","Wickenburg","US","34.019500732421875","-112.82599639892578","2455","small_airport","NA","4500","0"
"23CD","Aviation Acres Airport","Burlington","US","39.297425","-102.321222","4210","small_airport","NA","3200","0"
"23CO","High Mesa Airport","Rush","US","38.84389877319336","-103.98999786376953","6000","small_airport","NA","4000","0"
"23DE","Full Throttle Farm Airport","Clayton","US","39.312567","-75.728983","81","small_airport","NA","3000","1"
"23ND","Minnkota Private Airport","Center","US","47.08219909667969","-101.26699829101562","2110","small_airport","NA","4000","1"
"23NR","Whitfield's East Airport","Fairfield","US","35.560934","-76.232415","1","small_airport","NA","3300","1"
"23TS","Bertani Ranch Airport","Del Rio","US","29.422700881958008","-100.73899841308594","1110","small_airport","NA","3300","0"
"23TX","The Grove Ranch Airport","Gatesville","US","31.245072","-97.531617","700","small_airport","NA","3200","0"
